Video ID,Comments,Comment Count
bKC1mNGvMpU,,32
mcVQe3ncNYw,,3379
PC8NkPaPvQ0,,5818
q97QY0rMM_o,,65
xnA3Jll8j-k,,110
J2CncmmhIUQ,,7768
zxzPUlFRzuU,,246
VUe3p23AJMo,,40551
Qheq50R_jWs,,905
IdeMLnyaEaQ,,992
hScfoPR9cO4,,195
3hQ8ZX2JQS0,,17
R4LA6v2u47Q,,1319
2KrfOc3hQvQ,,29
DuAEWewS8A4,,855
X_5_BLt76c0,,58684
GtvU7gy-7LE,,0
DV4_4t5pwcA,,1
nICtzoizWQo,,3
M6sRfvTrz8A,,0
GzJhqhEnOM0,,2447
xfT7T9UYvwM,,92
rbBsxz9uFD4,,30
Kts3RIrBpGo,,45
xPR_Z8M1J80,,24
Fg4USLv88zg,,64
bbY0nSfSea8,,69
AY0dXLE1gLM,,1202
cGXuAlndfjM,,7227
EP4ttCDVJ3U,,238
XFIYBjKOetY,,924
K5zRxtXc27s,,26
RiANSSgCuJk,,69896
G62HrubdD6o,,39067
HP0LUYgJQEI,,0
uAVBJX2GILI,,762
ENsjnS_k-ks,,826
MdjuGC6FW5U,,1016
_kqYtFOSsg8,,268
2QoHBgGLDng,,4571
7uY1JbWZKPA,,807
u9CaWsUppMY,,3099
y2pBnyUfsHo,,2926
hI2LF37PrqU,,7035
8yMp310t9Uc,,876
TIE92mUvSsw,,54616
HZth2fjonIY,,343
FJrpcDgC3zU,,795
WuMWwPHTSoY,,3081
yDv0WSgXJVg,,7932
iFkoP8y9648,,9502
1J76wN0TPI4,,78775
rRr1qiJRsXk,,44093
Ngimy3GpHS0,,286
YjMSttRJrhA,,17297
c4ZteOtHWQ0,,4143
7779JrWy04g,,0
Rbp2XUSeUNE,,1663
eHOc-4D7MjY,,654
QqTLr_hviPs,,5360
NDEExEhvk1Y,,583
cpA0hvrWEKk,,7364
dzPOk8yVgPY,,1675
s7YYt9_KfsM,,1394
5DkO7ksXY8E,,5568
Gl5wBrNuxx4,,11070
bw7bVpI5VcM,,19310
Gkoxn6Nyijk,,2409
CGyAaR2aWcA,,1064
KmlBnmyelHI,,16039
G6RR2_NQ530,,6176
REifdfJvCzw,,240
P0KasU0HXD0,,2873
4j7bVwNIriw,,2209
vkOI8EHrM90,,639
dJeG35Zaip8,,753
ccRXEN1Qjf8,,249
rrH90zd9uco,,4806
wtX5ZX0ljto,,1534
ZUAJb1u_J9Q,,5855
i2eSLomlb_c,,856
4NX6h2yEEcM,,1077
9ENv3Vy716o,,2239
85eLjkNMh4I,,1393
UTpOyqD4omw,,2857
5jyqRp9ZrZw,,2430
RbkiZE8xqBc,,7002
TOZyX3bv2Hc,,4893
lgUlAoIajzg,,622
czoI-JB_RQA,,110
UXj21-mIo1U,,5813
OFhuh254M4w,,2870
i31GZY-gcdg,,1315
lJ3-i42GFYc,,75
o5GQnhFLtCc,,6
ER9vmhxFucg,,4553
BSRUv2EyHrs,,2792
tzRFLMn4kpM,,25378
QfTJoTZnzDI,,1335
5IFy-Z1GW2o,,707
L3ixHR_mdDg,,800
hZ_PgbX1tMg,,834
Ckuo2iyMGr8,,175
CCK0E5_G27w,,965
VuuSxS9JhWw,,1306
YAp078wCBlY,,416
R_TAHbSecOs,,637
rAzGhiO-pBE,,5538
hM47RA8viJQ,,6
8sAyFDRYedw,,46
mTNgH_5xYh0,,2070
S50DZwhjaKA,,1934
dp98DIBDnBI,,378
pRNEsOuqJ2Y,,583
9CcwzirjDTw,,578
QUGyaZq08KQ,,435
qZ-1uCj_T3U,,13
VgYO0l_GmS4,,35
Z8FvkRp_lHY,,9
XoOWds2b-Xc,,3
aupnxQhKWLM,,1864
